ciudad,codigo_divipola,anio_mes,ipc_indice_base2018,var_mensual,var_anual,fuente_url
Tunja,15001,2024-01,137.95,0.89,7.13,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-02,140.59,1.92,6.92,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-03,141.56,0.69,6.37,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-04,142.22,0.46,6.49,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-05,142.76,0.38,7.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-06,143.08,0.23,7.12,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-07,143.06,-0.02,6.66,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-08,142.2,-0.6,5.45,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-09,142.2,0.0,4.59,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-10,141.97,-0.16,4.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-11,142.31,0.24,4.49,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2024-12,142.78,0.33,4.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-01,144.32,1.08,4.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-02,145.97,1.14,3.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-03,147.03,0.73,3.86,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-04,147.72,0.47,3.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-05,147.86,0.09,3.57,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-06,147.72,-0.09,3.24,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-07,148.46,0.5,3.78,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-08,148.89,0.29,4.71,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-09,149.16,0.18,4.9,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-10,149.21,0.03,5.1,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-11,148.83,-0.25,4.58,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2025-12,148.92,0.06,4.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-01,150.55,1.09,4.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-02,153.19,1.76,4.95,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-03,154.36,0.76,4.98,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-04,155.72,0.88,5.41,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-05,155.87,0.1,5.42,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-06,156.57,0.45,5.99,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-07,156.95,0.24,5.72,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Tunja,15001,2026-08,157.8,0.54,5.98,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2023-09,139.72,0.47,11.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2023-10,140.4,0.49,10.88,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2023-11,141.75,0.96,10.98,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2023-12,143.64,1.33,10.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-01,145.66,1.41,10.78,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-02,146.58,0.63,10.14,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-03,147.4,0.56,9.48,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-04,148.3,0.61,9.34,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-05,149.04,0.5,9.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-06,149.13,0.06,8.7,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-07,148.92,-0.14,7.81,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-08,149.29,0.25,7.36,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-09,148.52,-0.52,6.3,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-10,148.43,-0.06,5.72,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-11,148.59,0.11,4.83,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2024-12,150.27,1.13,4.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-01,150.93,0.44,3.62,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-02,152.24,0.87,3.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-03,152.84,0.39,3.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-04,153.69,0.56,3.64,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-05,153.94,0.16,3.29,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-06,153.88,-0.04,3.18,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-07,153.86,-0.01,3.32,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-08,154.46,0.39,3.46,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-09,154.71,0.16,4.17,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-10,155.11,0.26,4.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-11,155.13,0.01,4.4,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2025-12,155.53,0.26,3.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-01,156.78,0.8,3.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-02,157.64,0.55,3.54,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-03,158.44,0.51,3.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-04,159.98,0.97,4.09,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-05,160.87,0.56,4.5,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-06,161.29,0.26,4.82,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-07,161.84,0.34,5.19,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Valledupar,20001,2026-08,162.7,0.53,5.33,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2023-09,134.63,0.46,9.4,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2023-10,134.55,-0.06,8.69,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2023-11,134.72,0.13,8.01,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2023-12,135.41,0.51,7.18,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-01,136.48,0.79,6.36,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-02,137.48,0.73,5.56,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-03,138.22,0.54,5.15,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-04,139.23,0.73,5.34,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-05,139.76,0.38,5.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-06,140.23,0.34,5.67,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-07,140.42,0.13,5.4,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-08,139.88,-0.38,4.38,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-09,140.43,0.39,4.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-10,140.26,-0.12,4.24,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-11,140.93,0.48,4.61,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2024-12,141.9,0.69,4.8,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-01,143.14,0.87,4.88,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-02,144.77,1.14,5.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-03,145.6,0.57,5.34,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-04,146.3,0.48,5.08,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-05,146.56,0.18,4.87,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-06,146.72,0.11,4.63,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-07,147.51,0.54,5.05,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-08,147.48,-0.02,5.43,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-09,148.19,0.48,5.53,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-10,148.68,0.33,6.0,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-11,148.78,0.07,5.57,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2025-12,149.04,0.17,5.03,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-01,150.82,1.2,5.37,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-02,152.47,1.09,5.32,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-03,153.57,0.72,5.47,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-04,154.69,0.73,5.74,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-05,155.6,0.59,6.17,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-06,155.97,0.24,6.31,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-07,155.77,-0.13,5.6,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
Villavicencio,50001,2026-08,156.44,0.43,6.07,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-CiudadesMensuales-ago2026.xlsx
